🤣|content|drôle|émoticône|hilare|joyeux|larmes|lol|mdr|pleurer de rire|rire aux larmes|se rouler par terre de rire|se tordre de rire|visage qui rit aux larmes|rire à se rouler par terre
😂|content|émoticône|heureux|joie|larmes|lol|mdr|pleurer de joie|pleurer de rire|rire aux larmes|sourire|visage riant aux larmes|visage pleurant de joie
🙂|content|émoticône|heureux|léger sourire|sourire|visage avec un léger sourire|visage souriant
🙃|émoticône|incroyable|renversée|tête à l’envers|à l’envers|visage à l’envers
🫠|disparaître|fondre|gêne|liquéfié|liquide|sarcasme|se dissoudre|visage qui fond
😉|blague|clin d’œil|émoticône|flirter|plaisanter|sexy|visage faisant un clin d’œil|visage clignant d’un œil
😊|content|émoticône|heureux|œil|rougir|satisfait|sourire|visage qui rougit|visage souriant avec yeux rieurs|visage souriant avec yeux souriants|yeux|visage souriant les yeux plissés
😇|ange|angélique|auréole|béni|bible|émoticône|heureux|innocent|paix|sourire|spirituel|visage souriant avec auréole|visage qui sourit avec une auréole
🥰|adorer|aimer|béguin|coeur|cœurs|j’adore|je t’aime|smiley avec 3 coeurs|sourire|visage souriant avec cœurs|amoureuse|amoureux
😍|amoureux|cœur|émoticône|œil|romantique|sourire|visage souriant avec yeux en forme de cœur|yeux|visage souriant aux yeux en forme de cœur
🤩|étoiles dans les yeux|grand sourire|heureux|pressé|surexcité|tête avec étoiles|visage avec des étoiles à la place des yeux|wow|yeux|large sourire|visage aux yeux en forme d’étoiles
😘|amour|baiser|bise|bisou et cœur|bonjour|bonne nuit|cœur|embrasser|émoticône|je t’aime|visage envoyant un bisou|visage qui fait une bise avec un cœur|visage envoyant un baiser
😗|amour|baiser|bise|bisou|embrasser|émoticône|je t’aime|petit bisou|visage faisant un bisou|visage qui fait une bise|visage donnant un baiser
☺️|content|décontracté|détendu|émoticône|heureux|sourire|visage souriant avec les yeux fermés
😚|baiser|bise|bisou les yeux fermés|embrasser|émoticône|rougir|visage faisant un bisou avec les yeux fermés|visage qui fait une bise avec les yeux fermés|visage rougissant|yeux fermés|visage faisant un baiser les yeux fermés
😙|amour|baiser|bise|bisou|embrasser|émoticône|gros bisou|je t’aime|sourire|visage aux yeux rieurs faisant un bisou|visage aux yeux souriants qui fait une bise|yeux fermés|œil|visage donnant un baiser avec les yeux plissés|visage faisant un baiser les yeux rieurs
🥲|ému|fier|heureux|larme|reconnaissant|smiley|soulagé|souriant|touché|visage souriant avec une larme|visage souriant avec larme
😋|bon|content|délicieux|émoticône|faim|heureux|langue|manger|miam|savourer|sourire|visage souriant qui tire la langue|menoum|savourant
😛|cool|émoticône|génial|super|visage qui tire la langue|langue sortie|tire la langue
😜|amusant|blague|clin d’œil|émoticône|fou|langue|loufoque|marrant|œil|rigolo|visage qui tire la langue et fait un clin d’œil|tire la langue
🤪|grand|large|oeil|œil|petit|tête de fou|tête folle|yeux fous|amusant|farfelu|idiot|niaiseux|visage
😝|dégoûtant|émoticône|goût|horrible|langue|œil|omd|on ne vit qu’une fois|peu importe|visage qui tire la langue et ferme les yeux|visage qui tire la langue les yeux plissés|yeux fermés|yeux plissés
🤑|argent dans les yeux et la bouche|bouche|dollars|émoticône|yeux|visage
🤗|câlin|émoticône|gentil|mains|visage qui fait un câlin|visage heureux et câlin
🤭|malin|oops|oups|rigole|secret|surprise|visage avec main devant la bouche|visage avec une main sur la bouche|main sur la bouche
🫢|choqué|embarrassé|étonné|gêné|impressionné|stupéfait|surpris|visage avec yeux ouverts et main sur la bouche
🫣|captivé|effrayé|fasciné|jeter un coup d’œil|regarder fixement|se cacher|timide|visage qui regarde entre ses doigts
🤫|chut|pas un bruit|silence|tête qui dit chut|visage avec un doigt sur la bouche|doigt sur la bouche
🤔|émoticône|hum|méditer|penser|réfléchir|réflexion|visage en pleine réflexion
🫡|armée|bonne chance|compris|ok|oui|respect|salut|visage qui fait un salut militaire
🤐|bouche cousue|émoticône|fermeture éclair|motus|se taire|secret|visage avec bouche cousue|visage avec bouche fermeture éclair|fermeture à glissière
🤨|euh|hein|incrédule|méfiant|pas vrai|quoi|sceptique|surprise|tête avec sourcil levé|visage avec les sourcils relevés
😐|émoticône|gêné|neutre|ni chaud ni froid|pas drôle|peu importe|rester de marbre|sans commentaires|sans rire|visage neutre|visage sans expression|impassible
😑|émoticône|inexpressif|mécontent|neutre|peu importe|sans expression|visage sans expression
😶|émoticône|muet|ne rien dire|neutre|sans commentaires|sans expression|sans voix|se taire|secret|silence|sourdine|visage sans bouche|sans bouche|silencieux
🫥|déprimé|disparaître|introverti|invisible|se cacher|visage en pointillés
😶‍🌫️|brouillard|dans les nuages|distrait|visage dans le brouillard|visage dans les nuages
😏|arrogant|charmeur|émoticône|malin|ricaner|rusé|séducteur|sourire suffisant|suspicieux|visage avec un sourire malin|visage avec un sourire suffisant|visage au sourire malin
😒|bizarre|blasé|émoticône|énervé|fâché|jaloux|pas content|peu importe|visage qui s’ennuie|contrarié|désabusé|résigné
🙄|agacé|émoticône|excédé|incrédulité|roulement|visage qui lève les yeux au ciel|visage qui roule des yeux|visage roulant des yeux|yeux|roule des yeux
😬|dents|émoticône|gêné|grimace|rien|sourire|visage grimaçant
😮‍💨|chuchoter|découragé|déçu|expiration|exténué|fatigué|siffler|souffler|soulagement|soupir|sursaut|visage expirant
🤥|émoticône|mensonge|menteur|pinocchio|visage de menteur|visage dont le nez s’allonge
🫨|choc|étourdi|fou|omg|ouah|panique|secoué|surprenant|tremblement de terre|vibration|visage secoué
🙂‍↔️|non|secouer|tête secouée horizontalement
🙂‍↕️|hochement de tête|oui|tête secouée verticalement
😌|calme|émoticône|sérénité|soulagement|visage soulagé|zen|soulagé
😔|abattu|déçu|émoticône|horrible|mort|pensif|perdu|triste|visage
😪|émoticône|fatigué|larme|pleurer|sommeil|triste|visage endormi|endormi
🤤|baver|délicieux|émoticône|mmh|visage qui bave|saliver
😴|bonne nuit|coucher|dormir|émoticône|endormi|fatigué|sieste|sommeil|visage somnolent|zzz
🫩|ensommeilé|épuisé|fatigué|sommeil|visage avec des valises sous les yeux|cernes|endormi|las|poches|somnolent|tard|valises|yeux
😷|bactéries|dentiste|docteur|émoticône|germes|malade|masque chirurgical|médecin|rhume|visage avec masque|froid|médical
🤒|indisposé|malade|thermomètre|visage avec thermomètre
🤕|aïe|bandage|blessure|bobo|émoticône|pansement|tête avec un bandage|visage avec bandage autour de la tête|blessé|visage bandé
🤢|dégoûtant|écœuré|émoticône|malade|nausée|visage nauséeux|visage vert qui a la nausée|vomir
🤮|gerber|malade|tête qui vomit|visage qui vomit|vomissure
🤧|à tes souhaits|atchoum|émoticône|éternuement|éternuer|fièvre|grippe|malade|mouchoir|rhume|se moucher|visage qui éternue
🥵|chaleur|chaud|coup de chaleur|coup de chaud|fièvre|suer|toute rouge|transpiration|trop chaud|visage rouge et chaud|visage tout rouge|canicule|rouge|sueur
🥶|bleu|ça caille|froid|gelé|gelure|glacé|glacial|glaçon|visage bleu et froid
🥴|bouche ondulée|bourrée|dans les vapes|hébété|pas clair|pompette|rond|saoul|souler|tête qui tourne|visage éméché|visage abruti
😵|émoticône|fatigué|malade|mort|tournis|visage avec le tournis|visage étourdi|inconscient
😵‍💫|confusion|étourdi|hagard|malade|nausée|ouh la la|tête qui tourne|visage aux yeux en spirales|visage avec yeux en spirale
🤯|choc|choqué|surprise|tête choquée|tête qui explose
🤠|chapeau|cowboy|visage avec chapeau de cowboy
🥳|anniversaire|célébration|chapeau pointu|émoticône|fête|heureux|hourra|joyeux anniversaire|sifflet|visage de fête|visage festif|youpi
🥸|déguisement|espion|faux nez|grimer|incognito|lunettes|moustache|postiche|smiley|sourcils ébouriffés|visage déguisé
😎|cool|lunettes de soleil|posé|tranquille|visage avec lunettes de soleil|intelligent|soleil|visage souriant avec des lunettes de soleil
🤓|doué|futé|geek|idiot|intelligent|lunettes|personne|premier de la classe|ringard|surdoué|tronche|visage de geek|nerd|visage de tronche
🧐|classe|collet monté|fortune|monocle|riche|tête avec monocle|vieux jeu|visage avec un monocle|sérieux
😕|confus|désolé|émoticône|ennuyé|je ne sais pas|triste|visage
🫤|bof|confus|déçu|euh|frustration|incertain|sceptique|visage avec bouche en diagonale
😟|anxieux|émoticône|inquiet|préoccupé|stressé|surpris|triste|visage
🙁|émoticône|mécontent|triste|visage légèrement mécontent
😮|bouche bée|bouche ouverte|choqué|émoticône|épaté|incroyable|omd|oubli|surpris|visage avec bouche ouverte|visage avec la bouche ouverte|visage étonné|compassion|visage épaté
😯|émoticône|incroyable|omd|sans voix|stupéfait|stupeur|surpris|visage à la bouche ouverte|visage ébahi|visage sans voix|ébahi
😲|choc|choqué|émoticône|étonné|impossible|incroyable|omd|stupéfait|visage|surpris
😳|chaud|comment|ébahi|émoticône|étonné|gêné|impressionné|incrédule|incroyable|quoi|rouge|visage qui rougit|rougissant|stupéfait|wow
🫪|anxiété|bouffi|choc|gonflé|panique|surprise|vulnérabilité
🥺|embarrassé|excuse|gros yeux|pardon|pitié|s’il te plaît|supplication|supplie|visage implorant|yeux de chiens battus|implorant|yeux de chiot
🥹|admiration|ému|fierté|gratitude|larmes de joie|pleurs|retenir ses larmes|triste|visage retenant ses larmes
😦|bouche|déçu|effrayé|émoticône|ouverte|peur|pris au dépourvu|surpris|visage déçu avec bouche ouverte|visage mécontent avec bouche ouverte|béante|renfrogné
😧|angoisse|comment|émoticône|hein|mécontent|oubli|peur|quoi|stressé|surpris|terrifié|visage angoissé
😨|anxieux|apeuré|blême|effrayé|émoticône|inquiet|peur|terrifié|visage
😰|aah|bleu|bouche bée|effrayé|émoticône|mince|nerveux|peur bleue|sueurs froides|terrifié|visage anxieux avec goutte de sueur|visage en sueur bouche ouverte|anxieux|froide|visage inquiet et en sueur
😥|déçu|émoticône|ouf|pfiou|soulagé|sueur|triste|visage déçu mais soulagé|visage triste mais soulagé|fiou
😢|émoticône|horrible|larmes|malheureux|pleurer|triste|visage qui pleure
😭|émoticône|larmes|malheureux|pleurer|pleurs|sangloter|triste|visage qui pleure à chaudes larmes|chaudes larmes
😱|choqué|cri|effrayé|munch|omd|peur|surpris|terreur|visage qui hurle de peur
😖|confus|déconcerté|émoticône|fâché|frustré|irrité|triste|visage|yeux fermés
😣|concentré|émoticône|mal de tête|migraine|persévérant|visage
😞|abattu|affreux|découragé|déçu|émoticône|malheureux|tort|triste|visage
😓|émoticône|froide|mal de tête|migraine|mince|ouf|peur|sueur|triste|visage démoralisé avec goutte de sueur|visage et sueurs froides|visage triste et en sueur
😩|échec|émoticône|épuisé|faim|fatigué|mécontent|non|pleurer|sommeil|triste|visage las
😫|contrarié|émoticône|fatigue|mécontent|triste|visage fatigué
🥱|bâiller|dormir|émoticône|ennui|fatigant|fatigue|sieste|visage bâillant
😤|colère|émoticône|énervé|fâché|mécontent|triomphe|victoire|visage avec fumée sortant des narines|fumée
😡|colère|émoticône|énervé|exaspéré|fâché|furieux|mécontent|rageur|rouge de colère|sourcils froncés|visage boudeur|boudeur
😠|colère|émoticône|exaspéré|fâché|frustré|mécontent|rageur|sourcils froncés|visage en colère|en colère|furieux
🤬|censuré|colère|gros mots|insulter|insultes|jurer|juron|tête avec des symboles sur la bouche|visage avec des symboles dans la bouche|bipé|blasphème|sacre
😈|cornes|émoticône|fâché|fantastique|sourire|visage souriant avec des cornes
👿|démon|diable|diablotin|émoticône|fantastique|malicieux|mauvais|visage en colère avec des cornes|cornes|en colère
💀|corps|crâne|dead|fantastique|je suis mort|mort|squelette|tête de mort|visage|yolo|monstre
💩|bande dessinée|bd|caca|crotte|dessin|excrément|odeur|popo|puer|sentir mauvais|tas de crotte|visage|marde|merde
🤡|clown|émoticône|maquillage|visage de clown
👹|créature|effrayant|fantastique|japonais|masque|monstre|ogre|visage
👺|colère|créature|fantastique|farfadet|japonais|masque|méchant|monstre|gobelin|visage
👻|blague|bouh|créature|effrayant|fantastique|fantôme|halloween|hanter|monstre|peur|visage de fantôme
👽|alien|créature|émoticône|espace|extraterrestre|monstre|ovni|science-fiction|visage|fantastique
👾|alien|créature|envahisseur|espace|extraterrestre|fantastique|jeu vidéo|monstre de l’espace|ovni|pixels|visage
🤖|androïde|automate|machine|monstre|robot|visage de robot
😺|animal|bouche ouverte|chat qui sourit|sourire|visage|ouverte
😸|animal|chat avec un grand sourire|chat qui sourit avec des yeux rieurs|sourire|visage|yeux rieurs|yeux souriants
😹|animal|chat qui rit aux larmes|joie|larmes|lol|mdr|pleurer de rire|rire aux larmes|chat qui pleure de joie|sourire|visage
😻|amoureux|chat souriant aux yeux en cœurs|chat souriant avec des coeurs dans les yeux|cœur|coeurs dans les yeux|sourire|visage|yeux en forme de cœurs
😼|animal|chat avec sourire en coin|ironique|narquois|sourire en coin|sourire narquois|tête de chat|visage|en coin
😽|animal|baiser|bise|bisou|chat qui embrasse|chat qui fait un bisou|chat qui fait une bise avec les yeux fermés|embrasser|tête de chat|bec|visage
🙀|animal|chat fatigué|fatigue|inquiet|oh|surpris|tête de chat avec la bouche ouverte|visage|étonné
😿|animal|chat qui pleure|pleurer|tête de chat|triste|visage|larmes
😾|animal|bouder|chat en colère|chat qui boude|colère|désaccord|ennui|tête de chat|visage|furieux
🙈|animal|caché|effrayé|embarras|gêne|geste|interdit|ne pas voir|non|omd|oubli|peur|rien vu rien entendu|secret|visage|voir|aveugle|rien de mal|singe ne rien voir|yeux couverts
🙉|animal|écouter|geste|interdit|ne pas entendre|non|rien vu rien entendu|secret|singe ne rien entendre|sourd|visage|oreilles couvertes|rien de mal
🙊|animal|bouche cousue|chut|geste|interdit|motus|muet|non|parler|se taire|secret|silence|singe ne rien dire|visage|bouche couverte|rien de mal
💌|amour|cœur|lettre d’amour|saint-valentin
💘|amour|cœur et flèche|coeur transpercé|cupidon|flèche|sentiment
💝|amour|anniversaire|cœur avec ruban|ruban|saint-valentin|sentiment|saint valentin|st valentin
💖|amour|cœur étincelant|étincelles|sentiment|enthousiaste|étincelant
💗|amour|cœur battant|cœur grandissant|cœur qui bat|pulsations|sentiment|grandissant|nerveux|pouls
💓|amour|cardio|cœur battant|cœur qui bat|pulsations|sentiment|battant|battement
💞|amour|anniversaire|cœurs qui tournent|deux cœurs|sentiment|tourbillon
💕|amour|anniversaire|cœurs|deux cœurs roses|petits cœurs|rendez-vous|sentiment
💟|amour|cœur blanc|cœur décoré|cœur violet|décoration avec cœur|sentiment
💔|amour|cœur brisé|malheureux|sentiment|séparé|triste|brisé
❤️‍🔥|amour|cœur enflammé|désir|feu|passion|cœur en feu
❤️‍🩹|cœur avec bandages|réconforter|réparer|soigner|en convalescence|récupérer
🩷|143|adorable|aimer|amour|cœur|émotion|jtm|mignon|rose
🧡|coeur orange|cœur orange|orange
💛|amour|cœur jaune|sentiment|jaune
💚|amour|cœur|sentiment|vert
💙|amour|cœur bleu|sentiment|bleu
🩵|143|aimer|amour|bleu ciel|bleu clair|cœur bleu clair|cyan|émotion|jtm|mignon|spécial
💜|amour|cœur|sentiment|violet
🤎|brun|cœur|marron
🖤|cœur|noir
🩶|143|amour|ardoise|argenté|cœur|émotion|gris|jtm|spécial
🤍|blanc|cœur
💋|baiser|bise|bisou|bouche|embrasser|lèvres|rendez-vous|rouge|sexy|trace de rouge à lèvres
💯|100|cent points|score|marque
💢|bande dessinée|bd|colère|dessin|furieux|symbole de colère
🫯|bagarre|combat|désaccord|discussion|dispute|grabuge|lutte
💥|bande dessinée|bd|bombe|boum|collision|détonation|étincelles|explosion
💫|bande dessinée|bd|étincelles|étoile filante|étourdissement|tournis|voir des étoiles
💦|bande dessinée|bd|eau|éclabousser|éclaboussures|effort|entraînement|gouttes de sueur|sueur
💨|bande dessinée|bd|décamper|déguerpir|détaler|filer|fumée|nuage|partir en courant|pet|vent|vite|fuir|s’enfuir|se sauver
🕳️|trou
💬|bande dessinée|bd|bulle de parole|dialogue|écrire|message|sms|parole
👁️‍🗨️|bande dessinée|bd|bulle de bd|œil dans une bulle de bd|témoin|voir|œil dans une bulle de parole|parole
🗨️|bulle à gauche|bulle de parole gauche|dialogue|gauche|à gauche|bande dessinée|bulle de parole à gauche|parole
🗯️|bande dessinée|bd|colère|crier|droite|hurler|à droite|bulle de colère à droite|dialogue|parole
💭|bande dessinée|bd|bulle de pensée|idée|imaginer|inventer|invention|pensée|penser|rêver
💤|bande dessinée|bd|bonne nuit|dormir|endormi|fatigué|ronfler|zzz
👋|à bientôt|à plus tard|au revoir|bonjour|bye|coucou|hello|il y a quelqu’un ?|main qui salue|salut|signe de la main
🤚|dos de main levée|levée|main
🖐️|main levée doigts écartés|paume|stop|doigts écartés|main aux doigts écartés
✋|feuille|main levée|paume de la main|stop|tope là|levée
🖖|doigts|main|salut vulcain|spock|star trek|vulcain
🫱|droite|main vers la droite|serrer la main|tenir la main|vers la droite
🫲|gauche|main vers la gauche|serrer la main|tenir la main|vers la gauche
🫳|chasser|choisir|faire partir|laisser tomber|main paume vers le bas|ouste|rejeter
🫴|appeler de la main|attirer|faire venir|main paume vers le haut|offre
🫷|arrêter|attendre|bloquer|gauche|halte|high five|main qui pousse vers la gauche|pousser|refuser|stop|tape m’en cinq|top là
🫸|arrêter|attendre|bloquer|droite|halte|high five|main qui pousse vers la droite|pousser|refuser|stop|tape m’en cinq|top là
👌|compris|d’accord|geste|main|nickel|ok|parfait|super|tout va bien
🤌|agacement|argumentation|bout des doigts joints|doigts|interrogation|parler avec les mains|patience|silence !|geste de la main|main qui interroge|sarcastique
🤏|à deux doigts|petite quantité|petite somme|peu|pouce et index rapprochés|un peu
✌️|ciseaux|doigts|main|paix et amour|peace and love|v de la victoire|victoire
🤞|bonne chance|chance|croisés|doigts|main
🫰|amour|argent|cher|claquer des doigts|cœur|main avec index et pouce croisés
🤟|amour|geste pour je t’aime|ily|je t’aime|main|signe je t’aime|trois doigts
🤘|cornes avec les doigts|cornes du diable|doigts|main|rock’n roll|yeah
🤙|main|signe appel téléphonique avec les doigts|téléphone|appelle-moi
👈|doigt|gauche|index pointé vers la gauche|main avec index pointant à gauche|dos de la main avec index pointant vers la gauche
👉|doigt|droite|index pointé vers la droite|main avec index pointant à droite|dos de la main avec index pointant vers la droite
👆|doigt|haut|index vers le haut|main avec index pointant vers le haut|montrer|dos de la main avec index pointant vers le haut
🖕|doigt d’honneur|main|majeur
👇|bas|doigt|index vers le bas|main avec index pointant vers le bas|montrer|dos de la main avec index pointant vers le bas
☝️|doigt|haut|index pointant vers le haut|index pointé vers le haut|main|moi
🫵|index pointant vers l’utilisateur|pointer|toi
👍|bien|compris|d’accord|génial|haut|main|moi aussi|ok|oui|pouce levé|pouce vers le haut|super|top
👎|bas|main|mauvais|non|nul|pouce baissé|pouce vers le bas|négatif
✊|main|pierre|poing levé|poing serré|solidarité|levé
👊|absolument|battre|boum|correct|coup de poing|d’accord|main|mon pote|poing de face|serrer|face|pote
🤛|fistbump|gauche|main|poing à gauche
🤜|droite|main|poing à droite
👏|applaudissements|bien joué|bon travail|bravo|félicitations|formidable|geste|mains qui applaudissent|super
🙌|air|geste|hourra|mains en l’air|mains levées|youpi|célébration|levées
🫶|amour|cœur|mains qui forment un cœur
👐|mains écartées|mains ouvertes|ouvertes
🤲|espérer|mains|paume contre paume doigts vers le haut|paumes des mains ensemble|prier|prière|moins jointes
🤝|d’accord|mains|marché conclu|poignée de main|présentation|rencontre|serrer la main|accord
🙏|demander|félicitations|mains en prière|mains l’une contre l’autre|merci|prier|prière|s’il te plaît|s’il vous plaît|salut|se taper dans la main|tope là|moins jointes|svp
✍️|écrire|main qui écrit
💅|cosmétiques|manucure|maquillage|peu importe|s’ennuyer|vernis à ongles|ongle
🤳|appareil photo|photo|selfie|téléphone|autophoto|autoportrait|égoportrait
💪|bande dessinée|bd|biceps|bodybuilding|contracté|corps|culturisme|entraînement|exercice|force|haltérophilie|muscles|soulever
🦾|accessibilité|bras mécanique|bras robot|handicap|prothèse de bras
🦿|accessibilité|handicap|jambe artificielle|jambe mécanique|jambe robot|prothèse de jambe
🦵|coup de pied|cuisse|genou fléchi|genoux|jambe|membre|pied
🦶|cheville|coup de pied|pas lourd|pied
👂|corps|écouter|entendre|oreille|ouïe|son
🦻|accessibilité|handicap|malentendant|oreille appareillée|prothèse auditive|sonotone|sourd|surdité
👃|corps|narines|nez|odeur|sentir
🧠|cerveau|intelligente
🫀|anatomie|battement de coeur|battements|cardiologie|cœur|organe|pouls|pulsation
🫁|anatomie|expiration|inspiration|organe|poumons|respiration|respirer|souffle
🦷|carie|dentiste|émail diamant
🦴|chien|halloween|os|squelette
👀|chercher|corps|coup d’œil|œil|regarder|visage|voir|yeux
👁️|corps|œil
👅|corps|langue|lécher
👄|baiser|beauté|bise|bisou|bouche|corps|embrasser|lèvres|rouge à lèvres
🫦|anxieux|flirt|inquiet|lèvre mordue|lèvres qui se mordent|mal à l’aise|nerveux
👶|bébé|émoticône|enceinte|enfant|nouveau-né|petit
🧒|enfant|genre neutre|jeune|non-genré|genre non défini
👦|émoticône|enfant|garçon|jeune|personne
👧|couettes|émoticône|enfant|fille|grands yeux|jeune|nattes|personne|petite fille|tresses|vierge|visage|zodiaque
🧑|adulte|genre neutre|non-genré|genre non défini|personne
👱|blond|cheveux|garçon|homme|humain|personne blonde|tête|visage
👨|ami|garçon|homme|personne|petit ami|pote|adulte
🧔|barbe|barbu|personne avec une barbe|personne barbue|homme barbu
🧔‍♂️|barbe|homme barbu|barbu
👱‍♂️|blond|cheveux|homme blond
👩|blonde|coupe de cheveux|femme|personne|adulte
🧔‍♀️|barbe|femme barbue|barbue
👱‍♀️|blonde|cheveux|femme|personne
🧓|adulte|genre neutre|non-genré|personne âgée|âgée|genre non défini
👴|âgé|chauve|émoticône|grand-père|homme|papi|personne âgée|sage|vieux monsieur|adulte
👵|âgée|blonde|dame|émoticône|femme|grand-mère|mamie|personne|sage|adulte
🙍|contrariée|déçue|embêtée|femme|froncer|gênée|geste|mécontente|pas contente|personne fronçant les sourcils|sourcils|triste
🙍‍♂️|froncement|geste|homme fronçant les sourcils|homme mécontent|homme renfrogné|froncer|sourcils
🙍‍♀️|femme fronçant les sourcils|froncement|geste|froncer|sourcils
🙎|bouder|déçue|énervée|expression|fâchée|faire la tête|femme|froncer les sourcils|geste|inquiète|moue|personne qui boude|baboune
🙎‍♂️|bouder|faire la moue|geste|homme qui boude|moue|baboune
🙎‍♀️|boude|femme qui boude|geste|baboune|moue
🙅|aucune chance|bloquer|femme|geste|impossible|interdit|main|niet|non|pas possible|personne faisant un geste d’interdiction|stop
